Type,Country,Area,Activity,Sex,Fatal (Y/N),Time,Investigator or Source,Year,Month
Unprovoked,USA,Florida,Swimming related,M,N,,"NY Times, 7/13/1930, Section II, p.1, col.7; R.F. Hutton; V.M. Coppleson (1958), p.252",1930.0,Jul
Unprovoked,USA,Texas,Swimming related,M,N,Evening,"Port Arthur News, 5/28/1930",1930.0,May
Unprovoked,USA,Florida,Diving activities,M,N,,"Evening Independent, 3/7/1930 ",1930.0,Mar
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,N,,"V.M. Coppleson (1958), p.242 ",1930.0,Feb
Unprovoked,AUSTRALIA,Victoria,Diving activities,M,Y,Afternoon,"V.M. Coppleson.V2.(1933); V.M. Coppleson (1958), pp.110 & 241; A. MacCormick, p.175; J. West, ASAF",1930.0,Feb
Provoked,AUSTRALIA,Western Australia,Consequence of handeling sharks,M,N,,"Geraldton Guardian and Express, 2/3/1930",1930.0,Feb
Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,M,N,Afternoon,"A. LeRoux, M. Levine, GSAF; L. Green; G.Wilson",1930.0,Jan
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,Y,,H. Monsen,1930.0,
Unprovoked,AUSTRALIA,New South Wales,Diving activities,M,Y,,"V.M. Coppleson.N3.(1933); V.M. Coppleson (1958), p.232; G.A. Llano, pp. 170-171",1929.0,Dec
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,N,,L. Schultz & M. Malin ref. SAF Case #510,1929.0,Dec
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,F,N,,"V.M. Coppleson.N10. (1933); V.M. Coppleson (1958), pp.112 & 232.  Note: In 1933 Coppleson gives the date of 16-Jan-1929 but revised it to 16-Dec-1929 in later works",1929.0,Dec
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,N,,"J. Green, p.32; V.M. Coppleson (1958), p.242",1929.0,Dec
Sea Disaster,KIRIBATI,Phoenix Islands,"Other random, unclassifiable or silly activities",M,Y,,"Hartford Courant, 2/15/1930",1929.0,Nov
Unprovoked,CUBA,Cienfuegos Province,Fishing related,M,N,,"New York Times, 11/28/1929",1929.0,Nov
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,N,,"V.M. Coppleson (1958), p.242",1929.0,Oct
Unprovoked,SPAIN,Valencia,Fishing related,M,N,,C. Moore. GSAF,1929.0,Oct
Unprovoked,AUSTRALIA,Queensland,"Other random, unclassifiable or silly activities",M,Y,,"V.M. Coppleson.Q7. (1933); V.M. Coppleson (1958), pp.90 & 237; A. Sharpe, p.96",1929.0,Sep
Unprovoked,USA,South Carolina,Beach activities,M,N,,"Clay Creswell, GSAF",1929.0,Aug
Unprovoked,MEXICO,Tamaulipas,Swimming related,M,N,,"V.M. Coppleson (1958), p.262",1929.0,Jul
Provoked,USA,Florida,Fishing related,M,N,,"Miami News, 6/25/1929",1929.0,Jun
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,N,,"V.M. Coppleson (1958), p.242",1929.0,May
Unprovoked,AUSTRALIA,Queensland,Diving activities,M,N,,"Northern Standard (Dawin), 4/26/1929",1929.0,Apr
Unprovoked,AUSTRALIA,Queensland,Diving activities,M,N,,"Brisbane Courier, 4/19/1929",1929.0,Apr
Provoked,AUSTRALIA,Queensland,Beach activities,M,N,Afternoon,"Brisbane Courier, 4/12/1929; Coppleson (1933)",1929.0,Apr
Unprovoked,AUSTRALIA,Torres Strait,Swimming related,M,Y,,"V.M. Coppleson (1958), p.242 ",1929.0,Apr
Unprovoked,USA,Florida,Swimming related,M,N,Afternoon,"New York Herald Tribune, 3/17/1929 edtion; H. Monsen, L. Green",1929.0,Mar
Unprovoked,AUSTRALIA,Torres Strait,Beach activities,M,Y,,"G.P. Whitley; J. Green, p.32; V.M. Coppleson (1958), p.242",1929.0,Mar
Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,N,,"Barrier Miner, 3/5/1929",1929.0,Mar
Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,N,,"Barrier Miner, 3/5/1929",1929.0,Mar
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Y,Afternoon,"V.M. Coppleson.N12. (1933); V.M. Coppleson (1958), pp.64 & 231; A. Sharpe, pp.63-64",1929.0,Feb
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Y,Afternoon,"V. M. Coppleson.N11. (1933); J. Green, p.32; A. Sharpe, p.62",1929.0,Feb
Unprovoked,AUSTRALIA,Queensland,Swimming related,M,Y,Afternoon,"V.M. Coppleson.Q.6. (1933); V.M. Coppleson (1958), pp. 90 & 237; G.A. Llano, pp.169-170",1929.0,Jan
Unprovoked,NEW ZEALAND,North Island,Beach activities,F,N,,"Argus, 1/15/1929",1929.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Y,Morning,"V.M. Coppleson.N9. (1933); V.M. Coppleson (1958), pp.64 & 231 ; A. Sharpe, p.59-62",1929.0,Jan
Unprovoked,FIJI,Viti Levu Island,Diving activities,M,Y,,"V.M. Coppleson (1962), p.253, possibly GSAF 1925.00.00",1929.0,Jan
Provoked,AUSTRALIA,South Australia,Fishing related,M,N,,"Barrier Miner, 3/5/1929",1929.0,
Provoked,USA,Florida,Fishing related,M,N,,"News Tribune, 6/28/1964",1929.0,
Unprovoked,USA,Florida,Diving activities,M,N,,"R. McAllister; D. Baldridge, p.180 ",1929.0,
Provoked,USA,New Jersey,Fishing related,M,N,,NY Herald Tribune,1928.0,Nov
Sea Disaster,USA,Virginia,"Other random, unclassifiable or silly activities",M,Y,,"Havre Daily News Promoter, 11/20/1928; TIME Magazine, 11/28/1928",1928.0,Nov
Unprovoked,PANAMA,Gulf of Panama,Swimming related,M,Y,Morning,"J.W. Phalen is original source.  NOTE: V.M. Coppleson (1958), p.263, records the date as 11/4/1929, as does L. Schultz & M. Malin, p.535",1928.0,Nov
Unprovoked,USA,Texas,Fishing related,M,N,,"Galveston Daily News, 12/7/1929",1928.0,Sep
Provoked,ITALY,Tuscany,"Other random, unclassifiable or silly activities",M,N,,A. De Maddalena; Gianturco (1978),1928.0,Jul
Unprovoked,USA,Florida,Swimming related,M,N,,"Ludington Daily News, 6/24/1928",1928.0,Jun
Unprovoked,AUSTRALIA,Queensland,Fishing related,M,N,,"The Western Champion, 4/14/1928",1928.0,Apr
Unprovoked,AUSTRALIA,New South Wales,"Other random, unclassifiable or silly activities",M,N,Afternoon,"V. M. Coppleson.N8. (1933); V.M. Coppleson (1958), pp.64 &231; A. Sharpe, p.59",1928.0,Apr
Unprovoked,JAMAICA,,Diving activities,M,Y,Evening,"Kingston Gleaner, 4/11/1928",1928.0,Apr
Unprovoked,AUSTRALIA,Queensland,Beach activities,M,N,Morning,"Brisbane Courier, 5/8/1928",1928.0,Apr
Unprovoked,AUSTRALIA,New South Wales,Beach activities,M,Y,Evening,"V.M. Coppleson.N18. (1933); V.M. Coppleson (1958), pp.76 & 231; A. Sharpe, pp.83-84; G.A. Llano, pp.166-167",1928.0,Apr
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,Y,,"Townsville Daily Bulletin, 2/28/1928",1928.0,Feb
Unprovoked,COSTA RICA,Near Puntarenas,Swimming related,F,N,,"Gleaner (Jamaica), 3/7/1928",1928.0,Feb
Unprovoked,COSTA RICA,Near Puntarenas,Swimming related,M,N,,"Gleaner (Jamaica), 3/7/1928",1928.0,Feb
Unprovoked,AUSTRALIA,Torres Strait,"Other random, unclassifiable or silly activities",M,Y,,"Portland Guardian, 12/10/1934",1928.0,Jan
Invalid,USA,Florida,Swimming related,M,,Nightime,"NY Times, 1/22/1928; V.M. Coppleson (1962), p.257",1928.0,Jan
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,N,Morning,"P.D. Lynch, M. Levine, GSAF",1928.0,Jan
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Beach activities,M,N,Morning,"T. O. Niven, M. Levine, GSAF",1928.0,
Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,M,Y,Morning,M. Levine & C. Fourie,1927.0,Dec
Sea Disaster,BRAZIL,Porto Seguro,"Other random, unclassifiable or silly activities",,Y,Afternoon,"L. Schultz & M. Malin, p.557; SAF Case #833",1927.0,Oct
Unprovoked,AUSTRALIA,New South Wales,"Other random, unclassifiable or silly activities",M,N,,"Advertiser, 10/14/1927; V.M. Coppleson (1933); G.P. Whitley",1927.0,Oct
Unprovoked,AUSTRALIA,Queensland,Beach activities,M,Y,,"Brisbane Courier, 5/10/1927; V.M. Coppleson (1958), p.242",1927.0,
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,N,,"J. Green, p.32; Bartlett, p. 160; V.M. Coppleson (1958), p.242",1927.0,Apr
Unprovoked,AUSTRALIA,Queensland,Diving activities,M,N,,"J. Green, p.32; V.M. Coppleson (1958), p.241",1927.0,Apr
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Afternoon,"V.M. Coppleson.N17. (1933); V.M. Coppleson (1958), p.76 & 231; G.A. Llano, p.165",1927.0,Mar
Provoked,NICARAGUA,Salinas Bay,Consequence of handeling sharks,M,N,,"G.A. Llano, p.178",1927.0,Feb
Unprovoked,AUSTRALIA,Queensland,"Other random, unclassifiable or silly activities",M,N,,"Northern Territory Times & Gazette, 2/11/1927",1927.0,Feb
Provoked,NEW ZEALAND,South Island,Fishing related,M,N,,"R.D. Weeks, GSAF; V.M. Coppleson (1958), p.263; SAF #328",1927.0,Feb
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,N,Morning,"M. Levine, GSAF",1927.0,Jan
Unprovoked,USA,California,Swimming related,M,N,,"The Afro-American, 1/8/1927",1927.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Y,Morning,"V.M. Coppleson.N.21.(1933); V.M. Coppleson (1958), p.230; NYTimes, 1/5/1927",1927.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Y,,"W.E., pp. 192-193",1927.0,
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,N,,"V.M. Coppleson (1958), p.241",1927.0,
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,Y,,"Brisbane Courier, 12/3/1926",1926.0,Dec
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,N,,"J. Green, p.32; V.M. Coppleson (1958), p.241",1926.0,Nov
Unprovoked,PAPUA NEW GUINEA,Central Province,"Other random, unclassifiable or silly activities",M,Y,,"Cairns Post, 10/29/1926",1926.0,Oct
Unprovoked,AUSTRALIA,New South Wales,Beach activities,M,N,Afternoon,"Barrier Miner, 10/25/1926",1926.0,Oct
Unprovoked,USA,New Jersey,Swimming related,M,Y,,"Washington Post 8/25/1926; L. Schultz & M. Malin, p.531",1926.0,Aug
Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,Swimming related,M,Y,Morning,"NY Herald Tribune, 7/25/1926; A. De Maddalena; Anon. (1926a), Anon. (1926b); C. Moore, GSAF",1926.0,Jul
Boating,USA,New Jersey,Fishing related,M,N,,"Evening Sun, undated clipping",1926.0,Jul
Unprovoked,USA,California,Swimming related,M,N, ,"D. Miller & R. Collier, R. Collier, p. __; V.M. Coppleson (1958), pp. 156 & 252; [SAF Case #215]",1926.0,Jul
Unprovoked,USA,Hawaii,Swimming related,M,Y,,"G.H. Balazs & A.K.H. Kam; J. Borg, p.70; L. Taylor (1993), pp.96-97",1926.0,May
Unprovoked,SOUTH ATLANTIC OCEAN,South of the Equator ,Board involved activity,M,N,Nightime,"New York Times, 4/28/1926 ",1926.0,Apr
Unprovoked,USA,Hawaii,Swimming related,F,N,Afternoon,"New York Tribune, 8/9/1953;  V.M. Coppleson (1958), p.260;  G.H. Balazs & A.K.H. Kam; J. Borg, p.70",1926.0,Apr
Unprovoked,AUSTRALIA,South Australia,Swimming related,F,Y,Afternoon,"V.M. Coppleson.S1.(1933); V.M. Coppleson (1958), pp.107 & 240; A. Sharpe, pp.119-120",1926.0,Mar
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,N,,"M. Levine, GSAF",1926.0,Jan
Provoked,NEW ZEALAND,Cook Islands,Board involved activity,M,N,,"V.M. Coppleson (1958), pp.176-177",1926.0,
Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,M,UNKNOWN,,"M. Joss;  M. Levine, GSAF",1926.0,
Unprovoked,AUSTRALIA,Western Australia,"Other random, unclassifiable or silly activities",M,Y,Afternoon,"V.M. Coppleson.W2, (1933); V.M. Coppleson (1958), pp.111 & 241; West Australia, 1/5/1967;  A. Sharpe, pp.129-130; H. Edwards, pp.131-133",1925.0,Nov
Provoked,SPAIN,Valencia ,Fishing related,M,N,,C. Moore. GSAF,1925.0,Sep
Unprovoked,ENGLAND,Isle of Wight,Fishing related,M,N,Morning,C. Moore. GSAF,1925.0,Sep
Unprovoked,USA,South Carolina,Swimming related,F,N,,E. M. Burton,1925.0,Aug
Unprovoked,AUSTRALIA,New South Wales,Beach activities,M,N,Afternoon,"V.M. Coppleson.N7.(1933); V.M. Coppleson (1958), pp.63 & 230; A. Sharpe, pp.58-59;  G.A. Llano, pp.160-164",1925.0,Mar
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Y,Afternoon,"V.M. Coppleson.N16.(1933) V.M. Coppleson (1958), pp.76 & 230",1925.0,Mar
Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming related,M,Y,,"The Queenslander, 4/4/1925",1925.0,Mar
Unprovoked,USA,Florida,Swimming related,M,N,,"Evening Independent, 1/27/1925",1925.0,Jan
Unprovoked,CANADA,Vancouver,Diving activities,M,N,,"ABCS; Manitoba Free-Press, 1/13/1925",1925.0,Jan
Unprovoked,FIJI,Viti Levu Island,Diving activities,M,N,,"V.M. Coppleson (1958), p.258",1925.0,
Unprovoked,MEXICO,Tamaulipas,Board involved activity,F,Y,,"Indianapolis Star, 12/15/1924",1924.0,Nov
Unprovoked,PANAMA,"2 to 3 miles off Taboguilla Island, Pacific Ocean","Other random, unclassifiable or silly activities",M,N,Nightime,Gorgas Hospital Records,1924.0,Nov
Unprovoked,USA,Puerto Rico,Beach activities,M,Y,Late afternon,"R. W. Kramer; V.M. Coppleson (1958), pp.48 & 264",1924.0,Nov
Provoked,FRENCH POLYNESIA,Tuamotus,Diving activities,M,N,,F. O'Brien in Atolls of the Sea,1924.0,Oct
Unprovoked,AUSTRALIA,Victoria,Beach activities,M,N,,"Coppleson.V1. (1933); Melbourne Herald, 1/7/1925",1924.0,Oct
Unprovoked,USA,South Carolina,Beach activities,M,N,,"E. M. Burton; E.W. Gudger (1935); V.M. Coppleson (1958), pp.152 & 252; J. Randall, p.350 in Sharks & Survival",1924.0,Jul
Provoked,ENGLAND,Dorset,Fishing related,M,N,,"C. Moore, GSAF; The Times, 7/14/1924",1924.0,Jul
Boating,USA,California,Fishing related,M,N,,"The Daily Pilot, 3/6/2010, citing The Times 7/5/1924)",1924.0,Jul
Provoked,USA,Florida,Consequence of handeling sharks,M,N,Evening,"Evening Independent, 6/19/1924",1924.0,Jun
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Y,Afternoon,"V.M. Coppleson (1933); G.P. Whitley, p.266",1924.0,Apr
Unprovoked,PANAMA,150 miles offshore,Beach activities,M,N,,"NY Times, 5/4/1924, p.14, col.3",1924.0,Apr
Unprovoked,SOLOMON ISLANDS,Central Province,Swimming related,M,N,,"Cairns Post, 3/28/1924",1924.0,Mar
Unprovoked,AUSTRALIA,New South Wales,Beach activities,F,N,Evening,"V.M. Coppleson.N6. (1933); V.M. Coppleson (1958), pp.63 & 230;  A. Sharpe, pp.57-58",1924.0,Feb
Invalid,AUSTRALIA,Queensland,Beach activities,M,,Afternoon,11/02/1924,1924.0,Feb
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Y,Afternoon,"M. Levine, GSAF",1924.0,Jan
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,N,Afternoon,"Eastern Province Herald, 1/28/1924, M. Levine, GSAF",1924.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Y,Afternoon,"V.M. Coppleson.N.2. (1933); V.M. Coppleson (1958), pp.69 & 230",1924.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,N,,"Barrier Miner, 12/12/1923",1923.0,Dec
Unprovoked,AUSTRALIA,New South Wales,Fishing related,M,Y,,"Sydney Morning Herald, 12/5/1923 ",1923.0,Dec
Unprovoked,AUSTRALIA,Western Australia,"Other random, unclassifiable or silly activities",M,Y,,"Western Mail, 11/29/1923; V.M. Coppleson (1933); G.P. Whitley (1940), p.260;  G.P. Whitley (1951), p 185; A. Sharpe, p.129",1923.0,Nov
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,N,,"V.M. Coppleson (1958), p.241; J. Green, p.32",1923.0,Oct
Unprovoked,GUYANA,Demerara County,Fishing related,M,N,Nightime,"Gleaner (Jamaica), 9/6/1923",1923.0,Aug
Unprovoked,AUSTRALIA,Queensland,Diving activities,M,N,,"Brisbane Courer, 7/2/1923",1923.0,Jul
Boating,AUSTRALIA,New South Wales,Swimming related,M,Y,,"V.M. Coppleson (1933); G. P. Whitley; V.M. Coppleson (1958), p.185",1923.0,Jun
Unprovoked,AUSTRALIA,Western Australia,Beach activities,M,N,,"The West Australian, 5/23/1923",1923.0,May
Unprovoked,AUSTRALIA,Queensland,Diving activities,M,Y,Afternoon,"Northern Miner, 5/27/1923",1923.0,May
Unprovoked,AUSTRALIA,Queensland,Diving activities,M,N,,"Northern Miner, 3/19/1923",1923.0,Mar
Unprovoked,USA,Puerto Rico,Swimming related,M,N,,"V.M. Coppleson (1958), pp.48 & 265",1923.0,Feb
Unprovoked,AUSTRALIA,Western Australia,Swimming related,M,Y,,"V.M. Coppleson.W1.(1933) V.M. Coppleson (1958), pp.111 & 241; A. Sharpe, p.129",1923.0,Jan
Boating,USA,New Jersey,Fishing related,M,N,,"NY Herald Tribune, 8/27/1931; L. Schultz & M. Malin, p.555",1923.0,
Provoked,USA,New Jersey,Board involved activity,M,N,,"Ref in New York Herald Tribune, 8/23/1960; V.M. Coppleson (1962), p.155",1923.0,
Provoked,USA,New Jersey,Board involved activity,M,N,,"Ref in New York Herald Tribune, 8/23/1960; V.M. Coppleson (1962), p.155",1922.0,
Unprovoked,USA,Puerto Rico,Beach activities,F,Y,,"L.A. Times, 12/17/1922; V.M. Coppleson (1958), pp.48 & 265",1922.0,Dec
Unprovoked,AUSTRALIA,Queensland,Beach activities,M,Y,Morning,"Coppleson.Q4.(1933); V.M. Coppleson (1958), pp.92 & 237  ",1922.0,Dec
Unprovoked,BARBADOS,Lucy,Fishing related,M,Y,,"Kingston Gleaner, 10/17/1922",1922.0,Sep
Unprovoked,USA,Hawaii,Diving activities,M,N,,"Honolulu Advertiser, 8/19/1953; Tribune Herald (Hilo), 4/14/1963; V.M. Coppleson (1958), p.259; L. Taylor (1993), pp.96-97",1922.0,Sep
Unprovoked,ENGLAND,East Yorkshire,Swimming related,M,Y,,"Western Argus, 9/26/1922",1922.0,Sep
Unprovoked,USA,Florida,"Other random, unclassifiable or silly activities",F,Y,,"V.M. Coppleson, (1958) pp.155 & 252",1922.0,Jun
Unprovoked,JAMAICA,Westmoreland Parish,Swimming related,M,Y,Morning,"Daily Gleaner, 5/25/1922; H.E. Lloyd, NY Times, 6/22/1922",1922.0,
Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,M,N,Morning,"M. Levine, GSAF; E.Wilson",1922.0,May
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Y,,"Argus, 4/29/1922",1922.0,Apr
Unprovoked,JAMAICA,Kingston Parish,Fishing related,M,N,,"Daily Gleaner, 3/21/1922, p.8",1922.0,Mar
Unprovoked,JAMAICA,Kingston Parish,Beach activities,F,Y,,"Daily Gleaner, 3/21/1922, p.8; H. E. Lloyd, N.Y. Times, 6/22/1922; F.A. Mitchell-Hedges (1928), pp.95-100",1922.0,Mar
Unprovoked,AUSTRALIA,New South Wales,Beach activities,M,Y,Morning,"V.M. Coppleson.N5. (1933); V.M. Coppleson (1958), pp.63 & 230;  A. Sharpe, pp.56-57; G.A. Llano, pp.160-161",1922.0,Mar
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Y,Afternoon,"V.M. Coppleson.N.4. (1933); V.M. Coppleson (1958), pp.62 & 230; A. Sharpe, pp.53-55",1922.0,Feb
Unprovoked,AUSTRALIA,Queensland,Swimming related,M,Y,Afternoon,"V.M. Coppleson.Q5. (1933); V.M. Coppleson (1958), pp. 90 & 229",1922.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Beach activities,M,N,Evening,"V.M. Coppleson.N15. (1933); V.M. Coppleson (1958), p.229",1922.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Y,Evening,"The Argus, 1/9/1922; V.M. Coppleson (1933), N15",1922.0,Jan
Unprovoked,AUSTRALIA,Queensland,Swimming related,M,N,,"The Queenslander, 12/17/ 1921",1921.0,Dec
Unprovoked,AUSTRALIA,Queensland,"Other random, unclassifiable or silly activities",M,Y,Morning,"V.M. Coppleson (1958), pp.92 & 237",1921.0,Nov
Unprovoked,AUSTRALIA,Queensland,Beach activities,M,N,Morning,"V.M. Coppleson.Q3. (1933); V.M. Coppleson (1958), pp.92 & 237",1921.0,Nov
Unprovoked,AUSTRALIA,Queensland,Diving activities,M,N,,"Brisbane Courier, 10/15/1921",1921.0,Oct
Unprovoked,AUSTRALIA,Queensland,Diving activities,M,Y,Afternoon,"Cairns Post, 10/17/1921",1921.0,Oct
Provoked,ENGLAND,Dorset,Fishing related,M,N,,"Argus, 10/8/1921",1921.0,Sep
Unprovoked,PHILIPPINES,Luzon Island,Swimming related,M,Y,Afternoon,"New York Times, 9/1/1921",1921.0,Aug
Unprovoked,AUSTRALIA,Western Australia,Beach activities,M,N,,"Geraldton Guardian, 12/4/1920 ",1920.0,Nov
Unprovoked,HAITI,Cape Haitien,Fishing related,M,Y,Afternoon,"V.M. Coppleson (1958), p.259; Baker & Rose, pp.881-3",1921.0,Aug
Unprovoked,AUSTRALIA,Western Australia,Beach activities,M,N,,"Daily News, 11/24/1920",1920.0,Nov
Sea Disaster,PHILIPPINES,Leyte,"Other random, unclassifiable or silly activities",M,Y,,"Oakland Tribune, 11/11/1920",1920.0,Nov
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,N,,"Brisbane Courier, 7/6/1920",1920.0,Jul
Unprovoked,USA,Florida,Swimming related,M,N,Evening,"E. Clark, GSAF",1920.0,Jun
Unprovoked,AUSTRALIA,Queensland,Swimming related,M,N,,"H. Miller (1920); V.M. Coppleson Q.2.(1933); V.M. Coppleson (1958), pp.43, 44, 237; A. Sharpe, p.24",1920.0,Mar
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,N,,"The Argus, 1/24/1920",1920.0,Jan
Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Other random, unclassifiable or silly activities",F,N,Afternoon,"T. Toft, M. Levine, GSAF",1920.0,Feb
Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,Y,,"The Argus, 1/24/1920",1920.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Y,Morning,"V.M. Coppleson.N14. (1933); V.M. Coppleson (1958), p.229",1920.0,Jan
Unprovoked,JAMAICA,Westmoreland Parish,Board involved activity,M,Y,,"Daily Gleaner, 4/14/1969",1920.0,
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Other random, unclassifiable or silly activities",M,N,,J.L.B. Smith,1920.0,
Unprovoked,AUSTRALIA,Queensland,Swimming related,M,N,,"Brisbane Courier, 12/30/1919",1919.0,Dec
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Y,Nightime,"Sydney Morning Herald, 12/9/1919; V.M. Coppleson.N.20.(1933",1919.0,Dec
Unprovoked,AUSTRALIA,Northern Territory,"Other random, unclassifiable or silly activities",M,N,,G.P. Whitley; V.M. Coppleson (1933) ,1919.0,Nov
Unprovoked,COSTA RICA,Turtle Bogue,Swimming related,M,Y,,"Pinchot, p.85-86",1919.0,Sep
Unprovoked,USA,Florida,Swimming related,M,N,Afternoon,"Miami Metropolis, 8/14/1919",1919.0,Aug
Unprovoked,USA,South Carolina,Swimming related,M,N,Afternoon,E. M. Burton,1919.0,May
Unprovoked,USA,Florida,"Other random, unclassifiable or silly activities",M,Y,,"Gazette (Pittsburgh), no date",1919.0,Apr
Invalid,AUSTRALIA,New South Wales,"Other random, unclassifiable or silly activities",M,UNKNOWN,Late afternon,"The Mercury, 3/18/1919",1919.0,Mar
Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,N,Afternoon,"V.M. Coppleson.N13. (1933); V.M. Coppleson (1958), p.76 & 229",1919.0,Jan
Unprovoked,NEW ZEALAND,South Island,Swimming related,F,N,Afternoon,"Marlborough Express, 1/16/1919",1919.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Beach activities,M,Y,Morning,"T. Peake, GSAF; V.M. Coppleson.N1.(1933); V.M. Coppleson (1958), pp.70 & 229;  A. Sharpe, p.71",1919.0,Jan
Unprovoked,AUSTRALIA,Queensland,Beach activities,M,Y,Morning,"V.M. Coppleson.Q1.(1933); V.M. Coppleson (1958), pp.90 & 237",1919.0,Jan
Unprovoked,USA,Florida,Swimming related,F,N,,"R. F. Hutton; T. Helm, p.219; V.M. Coppleson (1962), p.249",1919.0,
Unprovoked,USA,Hawaii,Fishing related,M,Y,,"Ogden Examiner, 12/15/1918",1918.0,Nov
Sea Disaster,SAN DOMINGO,60 miles north of San Domingo in the West Indies,Board involved activity,M,Y,,"V.M. Coppleson (1958), p.194; V.M. Coppleson (1962), p.210",1918.0,Nov
Unprovoked,AUSTRALIA,Queensland,Beach activities,M,Y,,"Cairns Post, 9/24/1918",1918.0,Sep
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Evening,"The Advertiser, 3/25/1918",1918.0,Mar
Unprovoked,AUSTRALIA,Queensland,Diving activities,M,N,,"A. Sharpe, p.109",1918.0,
Unprovoked,AUSTRALIA,Western Australia,Swimming related,M,N,Nightime,"West Australian, 12/17/1917",1917.0,Dec
Unprovoked,MOZAMBIQUE,Maputo Province,"Other random, unclassifiable or silly activities",M,Y,Nightime,C.J. McGuinness,1917.0,Nov
Unprovoked,USA,New Jersey,Swimming related,M,N,,"V.M. Coppleson (1958), p.251 ",1917.0,Sep
Provoked,USA,Hawaii,Consequence of handeling sharks,M,N,,"Ogden Standard, 9/11/1917",1917.0,Sep
Unprovoked,PANAMA,Colon,Swimming related,M,Y,,"Morwell Advertiser & Gazette, 1/18/1918",1917.0,Sep
Unprovoked,USA,Florida,Diving activities,M,Y,Afternoon,"Washington Post, 7/20/1917",1917.0,Jul
Sea Disaster,IRELAND,Off Ireland,"Other random, unclassifiable or silly activities",M,Y,Morning,"Western Mail,  11/9/1917",1917.0,Jul
Unprovoked,USA,South Carolina,Swimming related,M,N,Afternoon,"C. Creswell, GSAF; V.M. Coppleson (1958), pp.153, 154 & 251; NY Times 6/4/1917, p.9 ",1917.0,Jun
Unprovoked,PHILIPPINES,Luzon Island,Swimming related,M,Y,Afternoon,"P.F. Prioleau; W.E., p.195; V.M. Coppleson (1958), p.264",1917.0,May
Unprovoked,LIBYA,Mediterranean Sea,Diving activities,M,N,,F. Warn (see Bitter Sea in bibliography),1917.0,
Unprovoked,AUSTRALIA,Queensland,Beach activities,M,N,Morning,"Morning Bulletin, 1/1/1917",1916.0,Dec
