Type,Country,Area,Activity,Sex,Fatal (Y/N),Time,Investigator or Source,Year,Month
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,Y,16h00,"G.P. Whitley (1951), p.193;V.M. Coppleson (1958), p.86; A. Sharpe, p.86",1947,Nov
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,N,16h00,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.86; A. Sharpe, p. 86",1947,Nov
Unprovoked,AUSTRALIA,Northern Territory,Fishing in waist-deep water,M,N,,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.240",1947,Oct
Unprovoked,BRAZIL,Pernambuco,Swimming ,M,Y,,"JC Online, 6/25/2012",1947,Oct
Unprovoked,USA,Florida,Swimming,M,Y,A.M.,R. F. Hutton; Coppleson (1958),1947,Aug
Provoked,USA,California,Fishing,M,N,,"Joplin Globe, 7/27/1947",1947,Jul
Unprovoked,AUSTRALIA,Northern Territory,Diving,M,N,,"Canberra Times, 7/25/1947",1947,Jul
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N,Morning,"M. Levine, GSAF",1947,Jul
Unprovoked,USA,Hawaii,Fishing,M,N,10h30,"EWA Hospital; G.H. Balazs & A.K.H. Kam; J. Borg, p. 72; L. Taylor (1993), pp.98-99",1947,Jun
Unprovoked,KENYA,Coast Province,Swimming,M,N,,"Sunday Tribune, 5/13/1947",1947,May
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,N,12h00,"A. Nielsen, M. Levine, G. Charter, GSAF ",1947,Apr
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,N,17h30,"R. Douglas, T. Livesley,  M. Levine, GSAF ",1947,Apr
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,,"Courier-Mail, 4/7/1947",1947,Apr
Provoked,PACIFIC OCEAN,,"Moving shark from tuna vessel when boat rolled, placing both man & shark in chest-deep water",M,N,11h00,C. Kaufmann; S. Springer ,1947,Apr
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,M,N,16h10,"A. Kriel, M. Levine, GSAF ",1947,Mar
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,N,12h00,"G. Botha, M. Levine, GSAF; T. Wallett, p.67",1947,Mar
Provoked,BAHAMAS,New Providence Island,Attempting to ride a shark,M,N,,"Miami Daily News, 2/6/1947",1947,Feb
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,N,15h50,"P. Knoop, M. Levine, GSAF",1947,Jan
Unprovoked,AUSTRALIA,South Australia,Swimming near jetty with 2' piece of wood,M,N,,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), pp.110 & 240 ",1946,Dec
Unprovoked,AUSTRALIA,Torres Strait,Pearl diving from lugger,M,Y,,"G.P. Whitley (1951), p. 193;V.M. Coppleson (1958), p.245",1946,Nov
Unprovoked,MARSHALL ISLANDS,Kwajalein,Fishing,M,Y,,"Washington Post, 10/27/1946",1946,Oct
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,N,,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.112",1946,Oct
Unprovoked,ISRAEL,Gaza,Fishing,M,N,,"C. Moore, GSAF",1946,Aug
Unprovoked,AUSTRALIA,Queensland,Swimming after a tennis ball,M,Y,15h20,"G.P. Whitley (1951), p.193;V.M. Coppleson (1958), pp.87-88 & 239; A. Sharpe, p.97",1946,Aug
Unprovoked,IRAN,Khuzestan Province,"Fishing, probably with a net",M,N,,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.84 ",1946,Jul
Unprovoked,IRAN,Khuzestan Province,Swimming ,M,N,,"A. Anderson, M.D. / Lt. Col. R.S. Hunt , p.84",1946,Jul
Unprovoked,TANZANIA,Dar-es-Salaam ,Swimming ,M,N,,"Star, 5/20/1946",1946,May
Unprovoked,AUSTRALIA,Queensland,Swimming,M,Y,13h30,"J. Croucher; G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.87 ",1946,Apr
Boating,AUSTRALIA,South Australia,Fishing,M,N,19h00,"Sydney Morning Herald, 3/22/1946",1946,Mar
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,N,16h00,"M. Levine, GSAF ",1946,Feb
Unprovoked,AUSTRALIA,Western Australia,Standing,M,N,12h15,"West Australian, 2/11/1946, p.6; G.P. Whitley (1951), p.193; V.M. Coppleson (1958), pp.111 & 245; A. Sharpe, pp.130-131; H. Edwards, p.133-134",1946,Feb
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,N,09h15,"J.R. Varma, M. Levine, GSAF ",1946,Feb
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,N,17h15,"B. Gibson, M. Levine, GSAF",1946,Jan
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N,Afternoon,"J. R. Varma; M. Levine, GSAF",1946,Jan
Unprovoked,SOUTH AFRICA,Western Cape Province,Jumping in swells,M,N,12h00,"M. Hoffman, M. Levine, GSAF",1946,Jan
Unprovoked,AUSTRALIA,New South Wales,Swimming,F,Y,,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.69; A. Sharpe, pp.91-92",1946,Jan
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,M,N,A.M.,"N. Redfern, M. Levine, GSAF",1946,Jan
Unprovoked,PERSIAN GULF,"""Head of the Gulf""",Bitten after dhow shipwrecked,F,N,,"E. Davies; V.M. Coppleson, p.133",1946,
Unprovoked,HONG KONG,,Bathing,M,Y,"""shortly before dusk""","Argus, 9/25/1946, p.20; V.M. Coppleson (1962), p.247",1945,Sep
Sea Disaster,JAPAN,Ryukyu,American minesweeper USS YMS-350 lost in a typhoon - swimming to shore,M,Y,,"Daily Courier, 10/26/1945",1945,Sep
Unprovoked,IRAN,Shatt-al-Arab River,Swimming,M,N,,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.84",1945,Sep
Sea Disaster,JAVA,Northern Java,"90 European civilians, many women & children, were placed on the deck of a Japanese submarine that submerged when it was well offshore",,Y,Dusk,G. Duncan,1945,Jul
Unprovoked,AUSTRALIA,Queensland,Swimming,M,Y,16h00,"Cairns Post, 6/19/1945",1945,Jun
Unprovoked,USA,North Carolina,Swimming,M,Y,,D. Batterson (Former Navy Hospital Corpsman),1945,May
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Walking,M,N,16h30,"D. Drummond, M. Levine, GSAF",1945,Mar
Unprovoked,ISRAEL,Tel Aviv,Swimming,M,N,,"NY Times, 2/6/1945, p.3; V.M. Coppleson (1958); C. Moore, GSAF",1945,Feb
Unprovoked,CUBA,Havana Province,"Playing on rock, slipped & fell into the water",M,Y,,"F. Poli, pp.18-19",1945,
Unprovoked,PANAMA,Colon Province,Bathing with her mother,F,N,,A. Wetmore,1945,
Unprovoked,IRAQ,Basrah,Swimming,M,N,12h00,B.W. Coad & L.A.J. Al-Hassan,1945,
Sea Disaster,PHILIPPINES,300 miles east of Luzon,Swimming near life raft,M,N,,"TIME, 1/22/1945",1944,
Sea Disaster, PHILIPPINES,Bernardino Strait near Gulf of Leyte,USS Hoel DD 533 sunk on 10/24/1944 in the Battle off Samar. 2 crewmen were swimmng alongside a floater net &,M,Y,,"Glenn Hatch Parkin, gunner ",1944,Oct
Sea Disaster,PHILIPPINES,Off Samar Island in the Gulf of Leyte,USS Johnston DD 557 sunk on 10/24/1944 in the Battle off Samara. Crewmen were swimming beside a raft.,M,Y,,"Abiline Reporter News, 12/29/1944",1944,Oct
Unprovoked,USA,Maryland,Swimming,M,N,,"Washington Post, 9/4/1944",1944,Sep
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,Y,14h00,"T. Blake, M. Levine, GSAF",1944,Aug
Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,Y,16h30,"M. Levine, GSAF",1944,Jul
Unprovoked,USA,Florida,Bathing,F,N,,"H.W. Bigelow & C.W. Schroeder (1948) pp.70 & 368; V.M. Coppleson (1958) ; Randall, p.353 in Sharks & Survival; T. Helm, p.227",1944,May
Unprovoked,PANAMA,Caribbean Sea,Washed overboard by swell,M,Y,,"Star & Herald (Panama), 5/17/1944; V.M. Coppleson (1958), p.6;  V.M. Coppleson (1962), p.258;",1944,May
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,N,17h30,"G. Botha, M. Levine, GSAF",1944,Mar
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,Y,10h00,"G. Botha, M. Levine, GSAF ",1944,Mar
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,N,17h30,"R.D. Field, M. Levine, GSAF ",1944,Mar
Unprovoked,SOUTH AFRICA,Western Cape Province,Treading water,M,N,>14h30,"L. Green; M. Levine, GSAF",1944,Feb
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,Y,13h15,"M. Levine, GSAF",1944,Jan
Boating,AUSTRALIA,Western Australia,Fishing,M,N,,"Canberra Times, 1/17/1944",1944,Jan
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,17h00,"G.P. Whitley (1951), p.193, cites Daily Mirror (Sydney) 1/18/1944; V.M. Coppleson (1958), p.84",1944,Jan
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y,17h50,"M. Selby, M. Levine, GSAF ",1944,Jan
Sea Disaster,ITALY,Adriatic Sea,B-24 aircraft crashed  into the sea,M,Y,,GSAF,1944,
Unprovoked,NEW GUINEA,Pacific Ocean,Fell overboard from USS Ward,M,Y,,GSAF,1944,
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Y,11h30,"R. Kahn, M. Levine, GSAF; Natal Mercury 1/21/1944",1943,Dec
Sea Disaster,USA,South Carolina,The Cuban freighter Libertad was torpedoed and sunk by the German submarine U-129,M,Y,,"Troy Record, 12/13/1943; J. Rohwer, p.175",1943,Dec
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming with board,M,N,,"M. Levine, GSAF",1943,Nov
Sea Disaster,PACIFIC OCEAN,Near the Fiji Islands,The 6711-ton American freighter & troop transport Cape San Juan was torpedoed by the Japanese submarine I-21,M,Y,,"M. McDiarmid, p.67",1943,Nov
Unprovoked,PANAMA,Gulf of Panama,Dived overboard to check propeller of US Navy motor torpedo boat,M,Y,14h35,Captain B. H. Kean,1943,Sep
Sea Disaster,ITALY,40 miles south of Naples ,Flying Fortress bomber aircraft went down after daytime raid on Naples. He was swimming on the surface,M,N,,New York Times  8/9/1943,1943,Aug
Sea Disaster,USA,Florida,Treading water after survivng crash of the US Navy airship K-74 that was hit by the German submarine U-134,M,Y,,Wikipedia,1943,Jul
Invalid,MEXICO,Veracruz,Swimming,M,,Between 11h00 & 12h00,C.G. Robles; SAF Case #1327 ,1943,Jul
Boating,AUSTRALIA,Tasmania,Fishing for cod,M,N,,"C. Black, GSAF",1943,Jun
Sea Disaster,AUSTRALIA,Queensland,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,M,Y,After 04h00,"The Age, 5/19/1953",1943,May
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y,16h10,"M. Levine, GSAF",1943,Mar
Sea Disaster,PACIFIC OCEAN,Northwest of Papua New Guinea,The USS Wahoo torpedoes & sank the Japanese troop transport Buyo Maru,M,Y,,Naval Historical Center,1943,Jan
Unprovoked,USA,Hawaii,Spearfishing,M,N,,W. M. Chapman,1943,
Unprovoked,USA,Hawaii,Spearfishing,M,N,,W. M. Chapman,1943,
Unprovoked,AUSTRALIA,New South Wales,Dog paddling or standing,F,Y,10h50,"G.P. Whitley (1951), p. 193; V.M. Coppleson (1958), p.70; A. Sharpe, pp.72-73; A. MacCormick, pp.34-35",1942,Dec
Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,U-177 torpedoed & sank the troopship Nova Scotia,M,Y,09h30,"L. de Lease; M. Levine, GSAF",1942,Nov
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N,,"M. Levine,GSAF ",1942,Nov
Sea Disaster,SOLOMON ISLANDS / VANUATU,,Explosion & sinking of the USS Juneau after being torpedoed by the submarine  I-85,M,Y,11h01 -time of ship sinking,US Navy Military History,1942,Nov
Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming ,M,Y,12h30,"Natal Daily News, 11/28/1942, M. Levine, GSAF; T. Wallett, p.42  ",1942,Nov
Provoked,PACIFIC OCEAN,Between Hawaii and U.S.A.,In rubber dinghy with Captain Eddie Rickenbacker for 21 days. ,M,N,,"V.M. Coppleson (1962), p.257",1942,Nov
Sea Disaster,SOLOMON ISLANDS,Makora-Ulawa Province,"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  ",M,N,,"W. L. Jones, M.D.; Saturday Evening Post; V.M. Coppleson (1958),  p.199",1942,Oct
Unprovoked,AUSTRALIA,Queensland,Treading water,M,N,16h30,"A Wearne, J. Green, pp.44-50; G.P. Whitley (1951), p. 193, cites Sydney Morning Herald, 8/11/1943;  V.M. Coppleson (1958), pp.87 & 238",1942,Sep
Provoked,ITALY,Liguria,Sculling,M,N,,"C. Moore, GSAF",1942,Jul
Unprovoked,USA,Midway Atoll,"Plane crashed in water, men in life raft",M,N,,"Evening Standard, 7/16/1942",1942,Jun
Unprovoked,AUSTRALIA,Queensland,Diving from lugger,M,N,,"V.M. Coppleson (1958), p.245",1942,May
Sea Disaster,CUBA,Guantanamo Province,Esso Bolivar was torpedoed & shelled by the German submarine U-126,M,Y,Ship aban-doned at 03h10,"Baltimore Evening Sun, 4/13/1942",1942,Mar
Unprovoked,AUSTRALIA,New South Wales,Swimming,F,Y,15h00,"V.M. Coppleson (1958), p.70; A. Sharpe, p.72; A. MacCormick, pp.34-35",1942,Jan
Provoked,AUSTRALIA,New South Wales,Surf-skiing,M,N,,"V.M. Coppleson (1958), p.41",1942,Jan
Sea Disaster,INDONESIA,East Java,Captured Allied soldiers were squeezed into 3' bamboo pig baskets & fed to waiting sharks,M,Y,,G. Duncan,1942,
Boating,AUSTRALIA,Tasmania,Fishing for perch,M,N,,"C. Black, GSAF",1942,
Unprovoked,PHILIPPINES,Camiguin Island,"Sailing from Gingood, Misamis Oriental to Sagay (normally a 2-day voyage) capsized with 6 on board, three men were taken by sharks when they attempted to swim to shore.",M,Y,,V. Obedencio,1942,
Unprovoked,BAHAMAS,Cay Sal Bank,Swimming along side N.E.L. vessel Saluda,M,N,Late afternoon,H.J. Mann,1942,
Sea Disaster,MID-PACIFC OCEAN,(Southwestern Pacific),"Plane forced down, 3 men on rubber life raft. Put hand over side to feel drift of boat ",M,N,,"V.M. Coppleson (1962), p.258",1942,
Unprovoked,PANAMA,Panama City,Swimming,M,Y,,V.M. Coppleson (1958),1942,
Unprovoked,AUSTRALIA,Western Australia,Swimming,M,N,Night,"The West Australian, 12/11/1941",1941,Dec
Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,HMAS Parramatta torpedoed & sunk by the U-559,M,N,,"Canberra Times, 12/3/1941",1941,Nov
Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,HMAS Parramatta torpedoed & sunk by the U-559,M,N,,"Canberra Times, 12/3/1941",1941,Nov
Sea Disaster,AUSTRALIA,Western Australia,German raider Kormoran was sunk in an engagement with HMAS Sydney,M,N,,"Canberra Times, 12/4/1941",1941,Nov
Unprovoked,CARIBBEAN SEA,,SS Ethel Skakel foundered in Central America Hurricane of 1941,M,Y,Night,Washington Post. 10/2/1941,1941,Sep
Unprovoked,USA,South Carolina,Swimming at edge of channel,M,N,,"V.M. Coppleson (1958), p.153; T. Helm, p.226; NY Times, 8/3/1941, p.28",1941,Aug
Boating,USA,New Jersey,Fishing for tuna,,N,12h00,"N.Y Times, 7/23/1941; SAF Case  #951",1941,Jul
Provoked,USA,Hawaii,Fishing,M,N,,"G.H. Balazs & A.K.H. Kam; J. Borg, p.71; L. Taylor (1993), pp.98-99",1941,Jul
Provoked,USA,New York,Fishing from 32' boat,M,N,14h00,"New York Times, 6/16/1941; V.M. Coppleson (1958)",1941,Jun
Sea Disaster,PACIFIC OCEAN,Off coast of Ecuador,"Ditched aircraft, 3 men in the water. Swam for 31 hours",M,Y,17h30,"G.A. Llano in Airmen Against the Sea, pp.67-68; V.M. Coppleson (1962), p.257; A. Sharpe, pp.43-44; SAF Case #740",1941,Jun
Provoked,USA,California,Fishing,M,N,Night,Press clipping dated 3/11/1941,1941,Mar
Provoked,AUSTRALIA,New South Wales,Fishing,M,N,,"Canberra Times, 2/18/1941, p.4",1941,Feb
Provoked,JAMAICA,Trelawney Province,Seine netting,M,N,07h30,"Daily Gleaner, 2/3/1941, p. 1",1941,Feb
Unprovoked,SOUTH ATLANTIC OCEAN,In Convoy OB 274,Rescuing seaman after ship sunk by German raider,M,N,19h55,"The London Gazette, 7/8/1941",1941,Jan
Unprovoked,SOLOMON ISLANDS,New Georgia,Floating,M,N,,"Chapman, p.182",1941,
Unprovoked,IRAN,Khuzestan Province,Standing,M,Y,Early morning,"Lt. Col. R. S. Hunt, pp.80-81",1941,
Unprovoked,IRAN,Khuzestan Province,Slipped off rocks and fell into the water,M,Y,,"Lt.Col. R.S. Hunt, p.80",1941,
Unprovoked,IRAN,Khuzestan Province,Standing,M,Y,,"Lt.Col. R.S. Hunt, p.80",1941,
Unprovoked,AUSTRALIA,New South Wales,Standing on sandbank,M,Y,09h00,"J. Green, p.33; V.M. Coppleson (1958), p.235;  G.P. Whitley (1951), p. 192",1940,Dec
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y,10h00,"R. Kahn, M. Levine, GSAF",1940,Dec
Unprovoked,AUSTRALIA,Queensland,Fishing,M,N,,"Soda Springs Sun, 12/19/1940",1940,Dec
Provoked,AUSTRALIA,Northern Territory,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,M,N,,"V.M. Coppleson; G.P. Whitley (1951), p. 192",1940,Dec
Unprovoked,PANAMA,Panama Bay (Pacific Ocean),Bathing,M,Y,,"V.M. Coppleson (1958), p.263",1940,Sep
Unprovoked,USA,South Carolina,Standing,M,N,,"V.M. Coppleson (1958), p.253",1940,Jul
Unprovoked,USA,South Carolina,Standing ,M,N,,"V.M. Coppleson (1958), p.253 ",1940,Jul
Unprovoked,USA,North Carolina,Fishing,M,N,,"C. Creswell, GSAF; F. Schwartz, p.23",1940,Jun
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Y,11h00,"G. Cawston;  H. Robson, M. Levine, GSAF",1940,Mar
Unprovoked,AUSTRALIA,New South Wales,Free diving for lobster,M,N,,"Sydney Morning Herald, 3/21/1940; V.M. Coppleson (1962), p.251",1940,Mar
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y,16h30,"H. Robson, M. Levine, GSAF ",1940,Feb
Boating,AUSTRALIA,New South Wales,Canoeing,,N,15h30,"G.P. Whitley, p.265",1940,Feb
Unprovoked,AUSTRALIA,New South Wales,Wading,M,Y,14h00,"V.M. Coppleson (1958), p.69; A. Sharpe, p.66",1940,Feb
Unprovoked,AUSTRALIA,Queensland,Dived into the water,M,N,,"Morning Bulletin, 1/30/1929",1940,Jan
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,Y,10h40,"V.M. Coppleson (1958), p.69; A. Sharpe, pp.65-66",1940,Jan
Unprovoked,AUSTRALIA,Queensland,Swimming,M,N,Afternoon,"V.M. Coppleson (1958), pp. 93 & 238",1940,Jan
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,Y,16h00,"R. Guy, T. Jucker & M. Levine, GSAF  ",1940,Jan
Unprovoked,AUSTRALIA,Queensland,Diving for trochus,M,N,,"J. Green, p.33; V.M. Coppleson (1958), p.245",1940,Jan
Unprovoked,AUSTRALIA,Queensland,Swimming ,M,Y,12h15,"Sydney Morning Herald, 12/15/1939; V.M. Coppleson (1958), p.238 ",1939,Dec
Unprovoked,AUSTRALIA,Queensland,"Free diving for trochus shell, swimming to dinghy",M,N,,"G.P. Whitley, p. 20; V.M. Coppleson  (1958), p. 99",1939,Oct
Unprovoked,USA,Hawaii,Spearfishing & had just speared a ulua,M,N,,"G.H. Balazs & A.K.H. Kam; J. Borg, p.71; V.M. Coppleson (1962), p.253",1939,Oct
Unprovoked,AUSTRALIA,Torres Strait ,Pearl diving,M,N,,"Cairns Post, 9/27/1939",1939,Sep
Provoked,USA,California,Fishing,M,N,,"L.A. Times, 8/11/1939",1939,Aug
Provoked,BAHAMAS,Andros Islands,"Dress diving, filming shark & pulling it through the water for a motion picture scene",M,N,12h00,"Evening Sun (Baltimore), 7/31/1939; E.R.F. Johnson",1939,Jul
Provoked,USA,Texas,Seine netting,M,N,Morning,"Galveston Daily News, 7/20/1939, p.4",1939,Jul
Unprovoked,USA,Virginia,Washed off freighter Huncliff by a freak wave,M,Y,,"L.A. Times, 5/7/1939; NY Times, 5/8/1939, p.18, col.1; V.M. Coppleson , p.253",1939,May
Unprovoked,PAPUA NEW GUINEA,Morobe Province,Dived for a coin,M,Y,,"Cairns Post, 4/12/1939",1939,Apr
Unprovoked,PAPUA NEW GUINEA,Central Province,Dived for a coin,M,Y,,"The Papuan Villager, March 1939; G.P. Whitley, p.21",1939,Mar
Unprovoked,INDIA,Tamil Nadu,Bathing/Swimming,M,Y,,S. Munusamy,1939,Feb
Provoked,NEW ZEALAND,North Island,Fishing,M,N,,"Auckland Star, 2/28/1939",1939,Feb
Unprovoked,AUSTRALIA,New South Wales,Scooping prawns,M,N,,"G.P. Whitley, p.264",1939,Jan
Unprovoked,VENEZUELA,Carabobo,Bathing,M,Y,,H.E. Iverson,1939,
Unprovoked,CURACAO,Ascension Bay,Diving,M,N,,"H. Hass in Diving To Adventure, p.169",1939,
Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Swimming to anchored boat,M,Y,,"A. Bleakley;  A. M. Rapson, p.148",1939,
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,Y,,"G.P. Whitley, p.264",1938,Dec
Provoked,AUSTRALIA,Queensland,Fishing,M,N,Afternoon,"Cairns Post, 10/6/1938",1938,Oct
Unprovoked,CHINA,North China,Swimming alongside warship   Tsingt-ao,M,Y,,"New York Times (William Baker), 8/30/1938; [SAF Case #934]; V.M. Coppleson  (1958), p.257; A. MacCormick, p.134",1938,Aug
Provoked,USA,California,Fishing,M,N,,"Washington Post. 8/19/1938, p.24",1938,Aug
Unprovoked,USA,South Carolina,Swimming,M,N,,"Kingsport Times, 7/18/1938",1938,Jul
Provoked,USA,California,"Fishing, removing gaff from shark's mouth",M,N,,"L.A. Times, 7/18/1938 ",1938,Jul
Unprovoked,AUSTRALIA,Torres Strait,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,Y,,"G.P. Whitley, p.264; V.M. Coppleson  (1958), p.244; Sydney Morning Herald, 7/12/1938",1938,Jul
Unprovoked,AUSTRALIA,New South Wales,Hardhat diving,M,N,,"The Canberra Times, 6/10/1938",1938,Jun
Unprovoked,COSTA RICA,Nicoya Peninsula,Fishing,M,Y,,"V.M. Coppleson  (1958), p.259 ",1938,May
Unprovoked,IRAQ,Basrah City,"Swimming, naked",M,N,Afternoon,B.W. Coad & L.A.J. Al-Hassan,1938,May
Unprovoked,FIJI,Viti Levu,Wading,M,N,,"Time Magazine, 3/21/1938",1938,Mar
Unprovoked,AUSTRALIA,Northern Territory,Canoe capsized by shark,M,N,,"V.M. Coppleson  (1958) (in text); Sydney Morning Herald, 3/16/1938",1938,Mar
Provoked,AUSTRALIA,New South Wales,Fishing,M,N,,"Courier-Mail, 1/22/1938; Sydney Morning Herald 1/26/1938; Whitley, p.264",1938,Jan
Provoked,SOUTH AFRICA,KwaZulu-Natal,"Watching seine netters with friends, one of whom picked up a netted shark",M,N,,"M. Levine, GSAF",1938,Jan
Invalid,AUSTRALIA,New South Wales,Diving off jetty,M,,Afternoon,"The Canberra Times, 1/15/1938",1938,Jan
Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,N,,"Sydney Morning Herald, 1/3/1938;  J. Green, p.33; V.M. Coppleson (1958), p.42 NOTE: Coppleson gives date as January 1937",1938,Jan
Unprovoked,TRINIDAD & TOBAGO,Trinidad,Body surfing,M,N,,"E. Pace, FSAF",1938,
Provoked,USA,North Carolina,Fishing,M,N,,"C. Creswell, GSAF; J. Hair, p.27",1938,
Unprovoked,AUSTRALIA,Torres Strait,Diving,M,N,,"V.M. Coppleson (1958), p.245",1938,
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N,,H. Greenwood,1938,
Sea Disaster,USA,North Carolina,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,Y,,"Stevens Point Journal, 11/15/1937; TIME, 11/22/1937; Life Magazine, 11/29/1937",1937,Nov
Unprovoked,AUSTRALIA,Torres Strait ,Diving for trochus,M,Y,,"J. Green, p.33; V.M. Coppleson  (1958), p.244",1937,Nov
Unprovoked,AUSTRALIA,Queensland ,Swimming ,M,Y,17h30,"J. Green; V.M. Coppleson, pp.51, 81-84 & 234; A. Sharpe, pp.94-9 6; H. Edwards, pp.114-115",1937,Oct
Unprovoked,AUSTRALIA,Queensland,Swimming ,M,Y,17h30,"V.M. Coppleson, pp.51, 81-84 & 234;  A. Sharpe, pp.94-96; H. Edwards, pp.114-115  ",1937,Oct
Unprovoked,AUSTRALIA,New South Wales,Swimming near jetty,M,N,,"The Age, 10/25/1937; V.M. Coppleson (1958), p.234",1937,Oct
Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,N,,"The Age, 10/25/1937; V.M. Coppleson (1958), p.234",1937,Oct
Provoked,CROATIA, Split-Dalmatia County,Fishing,M,N,,"C. Moore, GSAF",1937,Sep
Unprovoked,SCOTLAND,Argyll,Rowing,M,N,,"Times (London), 9/2/1937; Fairfax, pp. 66-67",1937,Sep
Unprovoked,AUSTRALIA,Torres Strait,"Diving from the lugger San, operated by the Protector of the Aborigines",M,N,11h00,"The Maitland Daily Mercury, 8/31/1937",1937,Aug
Unprovoked,PANAMA,Colon Province,Swimming,M,Y,,"The Gleaner, 8/12/1937",1937,Aug
Unprovoked,AUSTRALIA,Northern Territory,Pearl diving,M,Y,,"Mansfield News-Journal, 7/16/1937, p.11",1937,Jul
Provoked,AUSTRALIA,New South Wales,"Fishing from launch, fell into net with shark",M,N,,"Sydney Morning Herald, 6/19/1937; V.M. Coppleson (1958) (in text); SAF Cases #549 & 550",1937,Jun
Unprovoked,USA,Texas,Swimming,M,Y,Night,"Amarillo Globe, 6/16/1937 ",1937,Jun
Provoked,USA,Texas,Fishing,M,N,,"Galveston Daily News, 6/1/1937",1937,May
Unprovoked,AUSTRALIA,Queensland,"Refused permission to cross on the ferry, he was swimming across the river",M,Y,Night,"V.M. Coppleson (1958), pp.90 & 238",1937,May
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,Y,15h20,"V.M. Coppleson (1958), pp.77 & 234; A. Sharpe, p.84; J.West, ASAF",1937,Feb
Unprovoked,AUSTRALIA,New South Wales,Swimming ashore after launch capsized,M,N,,"Canberra Times, 2/12/1937",1937,Feb
Boating,AUSTRALIA,New South Wales,Fishing,,N,03h00,"Canberra Times, 2/5/1937",1937,Feb
Provoked,AUSTRALIA,Queensland,Fishing,M,N,,"G.P. Whitley, p.264",1937,Feb
Invalid,AUSTRALIA,South Australia,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,M,,Night,"West Australian, 2/8/1937; G.P. Whitley",1937,
