Year,Type,Country,Area,Activity,Sex,Time,Investigator or Source,Month,Fatal
2003,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF",Oct ,N
2003,Invalid,USA,Hawaii,Diving activities,M,Afternoon,"Timothy Hurley, Advertiser Maui County Bureau",Oct ,
2003,Unprovoked,USA,Florida,Board involved activity,M,Random or not clear time references,WFTV.com,Oct ,N
2003,Invalid,USA,Florida,Swimming related,M,Random or not clear time references,"E. Pace, FSAF",Oct ,Y
2003,Unprovoked,USA,Florida,Board involved activity,F,Afternoon,"J. Eager, scubaradio.com",Oct ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Vero Beach Press Journal (FL) 10/6/2003;  Stuart News, 10/6/2003",Oct ,N
2003,Provoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF",Oct ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF; J. Eager, scubaradio.com",Oct ,N
2003,Unprovoked,USA,Hawaii,Fishing related,F,Afternoon,"G. Kubota, Star Bulletin",Oct ,N
2003,Unprovoked,FIJI,Taveuni,Beach activities,M,Nightime,"R. Weeks, GSAF; Fiji Times, 10/2/2003; Fiji TV",Sep ,Y
2003,Unprovoked,USA,Florida,Board involved activity,M,Morning,"7News Online;  Vero Beach Press Journal, Fort Pierce Tribune, Stuart News, 10/1/2003",Sep ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Morning,"S. Petersohn, GSAF; Daytona Beach News Journal, 9/22/2003, p.1C",Sep ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF",Sep ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF",Sep ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF",Sep ,N
2003,Boat,SOUTH AFRICA,Western Cape Province,Fishing related,,Morning,"E. Ritter, GSAF ",Sep ,N
2003,Invalid,USA,Florida,Swimming related,F,Afternoon,"Fort Pierce Tribune, 9/15/2003",Sep ,
2003,Unprovoked,USA,Florida,Board involved activity,M,Morning,"S. Petersohn, GSAF; News Journal Online; Orlando Sentinel, 9/15/2003, p.B2; R. Weiss, Daytona Beach News Journal, 9/15/2001, p.3C",Sep ,N
2003,Unprovoked,USA,South Carolina,Consequence of handeling sharks,M,Afternoon,"P. Caston, Post & Courier",Sep ,N
2003,Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,Afternoon,"E. Ritter, GSAF;      http://www.wavescape.co.za/top_bar/locals_only9.htm                               ",Sep ,Y
2003,Unprovoked,USA,Florida,Fishing related,M,,"B. Stout, News-Press, 9/24/2003",Sep ,N
2003,Provoked,USA,Texas,Fishing related,M,Afternoon,http://www.dfw.com/mld/startelegram/news/state/6656592.htm?1c,Aug ,N
2003,Unprovoked,USA,California,Swimming related,F,Morning,"R. Collier, GSAF                ",Aug ,Y
2003,Invalid,USA,California,Swimming related,M,Random or not clear time references,ABC News,Aug ,
2003,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Morning,"E. Ritter, GSAF  http://sport.iafrica.com/news/261271.htm       ",Aug ,N
2003,Unprovoked,AUSTRALIA,Northern Territory,Board involved activity,M,,"Northern Territory News, 7/26/2003, p.1",Jul ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF",Jul ,N
2003,Unprovoked,USA,Florida,Beach activities,F,Afternoon,"S. Petersohn, GSAF",Jul ,N
2003,Unprovoked,BAHAMAS,Abaco Islands,Fishing related,M,Afternoon,"M. Levine, GSAF; Associated Press, 7/12/03",Jul ,N
2003,Provoked,USA,Florida,Board involved activity,M,Morning,"S. Petersohn, GSAF",Jul ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,,Vero Beach Press Journal (FL) 7/9/2003,Jul ,N
2003,Unprovoked,BAHAMAS,Abaco Islands,Fishing related,M,Afternoon,"Associated Press, 7/12/03; Palm Beach Post, 7/7/2003 ",Jul ,N
2003,Unprovoked,USA,Florida,Fishing related,M,,M. Marks,Jul ,N
2003,Unprovoked,FRENCH POLYNESIA,Society Islands,Fishing related,M,,Noonsite.com,Jul ,N
2003,Unprovoked,NEW ZEALAND,Cook Islands,Diving activities,M,,R. & J. Zorro; Noonsite.com,Jul ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF",Jun ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Morning,Local6.com,Jun ,N
2003,Unprovoked,USA,Florida,Standing,F,Afternoon,"Florida Today, 6/26/ 2003; WKMG Local 6",Jun ,N
2003,Unprovoked,USA,Hawaii,Swimming related,M,Morning,Honolulu Advertiser,Jun ,N
2003,Unprovoked,USA,Johnston Atoll,Swimming related,M,Afternoon,"H. Edwards, GSAF; The Hawaai Channel",Jun ,N
2003,Unprovoked,USA,North Carolina,Board involved activity,M,Afternoon,"C. Creswell, GSAF",Jun ,N
2003,Unprovoked,USA,Florida,Board involved activity,,Morning,"S. Petersohn, GSAF",Jun ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Morning,Local 6 News,May ,N
2003,Unprovoked,USA,Florida,Beach activities,M,Afternoon,"S. Petersohn, GSAF; Orlando Sentinel, 5/16;2003, p.C3",May ,N
2003,Unprovoked,USA,Hawaii,Swimming related,M,Morning,WestHawaiiToday.com,May ,N
2003,Provoked,USA,Florida,Board involved activity,M,Morning,"S. Petersohn, GSAF; M. I. Johnson,  Daytona Beach News Journal. 5/8/2003, p.1C; Tampa Tribune, 5/8/2003",May ,N
2003,Unprovoked,USA,Florida,Beach activities,F,Afternoon,"S. Petersohn, GSAF",May ,N
2003,Provoked,BRAZIL,Rio de Janeiro,Fishing related,M,,"P.M. Lopes, GSAF",Apr ,N
2003,Unprovoked,BRAZIL,Rio de Janeiro,Swimming related,M,Random or not clear time references,Web ProWire,Apr ,N
2003,Unprovoked,BRAZIL,Pernambuco,Board involved activity,M,Afternoon,"P. M. Lopes, GSAF; N. Souza da Silva; JC, 4/24/2003",Apr ,N
2003,Unprovoked,BRAZIL,Rio de Janeiro,Swimming related,M,,Local 6 News,Apr ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Local 6 News; St. Petersburg Times, 4/22/2003; The Eagle, 4/24/2003 ",Apr ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Orlando Sentinel, 4/22/2003, B3",Apr ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Orlando Sentinel, 4/22/2003, B3
  ",Apr ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Morning,"S. Petersohn, GSAF; Local6.com; Daytona Beach News-Journal . 4/21/2003, p.1C",Apr ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF; Local 6 News; S. Frederick, Daytona Beach News Journal, 4/28/2003, p.1C; Orlando Sentinel, 4/22/2003, p.B3",Apr ,N
2003,Unprovoked,USA,Florida,Jumping,M,Afternoon,"S. Petersohn, GSAF; S. Frederick, Daytona Beach News Journal, 4/21/2003, p.1C; J. Waymer, Florida Today (Melbourne), 4/19/2003",Apr ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Morning,"Local 6 News; Tallahassee Democrat (FL) 4/19/2003; J. Waymer, Florida Today (Melbourne), 4/19/2003 ",Apr ,N
2003,Unprovoked,USA,Florida,Swimming related,M,Afternoon,"Florida Today (Melbourne), 4/16/2003; Orlando Sentinel, 4/16/2003, p.B3",Apr ,N
2003,Unprovoked,VENEZUELA,Nueva Esparta,Board involved activity,M,Random or not clear time references,"E. Ritter & M. Levine, GSAF",Apr ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Random or not clear time references,D. Share,Apr ,N
2003,Unprovoked,USA,Florida,Board involved activity,M,Morning,"S. Petersohn, GSAF",Apr ,N
2003,Provoked,USA,Florida,Consequence of handeling sharks,F,,"Florida Aquarium; Miami Herald, 3/13/2002 ",Mar ,N
2003,Unprovoked,NEW ZEALAND,Southland,Diving activities,M,Morning,"R.D. Weeks & Mark Marks, GSAF; New Zealand Herald",Feb ,N
2003,Unprovoked,AUSTRALIA,South Australia,Beach activities,M,Random or not clear time references,"T. Peake, GSAF, surfsouthoz.com, 3/38/2003",Feb ,N
2003,Unprovoked,USA,Florida,Swimming related,M,Morning,"J. Eager, scubaradio.com",Feb ,N
2003,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Random or not clear time references,"T. Peake, GSAF",Feb ,N
2003,Unprovoked,AUSTRALIA,Queensland,Swimming related,M,Morning,"T. Peake, GSAF; Sunday Territorian, 2/9/2003, p.9",Feb ,Y
2003,Invalid,SOUTH AFRICA,Western Cape Province,Unknown,M,Random or not clear time references,IOL.co.za,Jan ,
2003,Unprovoked,COSTA RICA,North Pacific coast,Board involved activity,M,,A.M. Costa Rica,Jan ,N
2003,Unprovoked,AUSTRALIA,Western Australia,Board involved activity,F,Afternoon,"T. Peake, GSAF",Jan ,N
2002,Unprovoked,AUSTRALIA,Queensland,Diving activities,F,,"T. Peake, GSAF; Mercury (Hobart), 12/30/2002, p.10",Dec ,N
2002,Unprovoked,SOUTH AFRICA,Western Cape Province,Diving activities,M,Afternoon,IOL.co.za,Dec ,N
2002,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,,GC Online. Note: same diver's swim fin was bitten 3 weeks earlier by a 2 m [6.75'] wobbegong shark,Dec ,N
2002,Unprovoked,AUSTRALIA,Queensland,Swimming related,M,Nightime,"T. Peake, GSAF; Northern Territory News, 12/20/2002, p.9",Dec ,Y
2002,Unprovoked,BRAZIL,Pernambuco,Board involved activity,M,,O. Gadig,Dec ,Y
2002,Unprovoked,MICRONESIA,Caroline Islands,Diving activities,M,Afternoon,J. Connick,Nov ,N
2002,Unprovoked,USA,California,Board involved activity,M,Morning,"R. Collier, GSAF; Press Report: Santa Rosa Press Democrat ",Nov ,N
2002,Unprovoked,USA,Hawaii,Swimming related,F,Morning,San Francisco Gate,Nov ,N
2002,Unprovoked,TURKS & CAICOS,Caicos Bank,Diving activities,F,Morning,"M. Glenn, Local 10 News; Miami Herald, 11/28/2002",Nov ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF",Nov ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF",Nov ,N
2002,Unprovoked,FRENCH POLYNESIA,Society Islands,Fishing related,M,,S. Heywood,Nov ,N
2002,Unprovoked,USA,Hawaii,Swimming related,F,Morning,J. Crites,Oct ,N
2002,Unprovoked,BRAZIL,Pernambuco,Swimming related,M,Afternoon,"P.M. Lopes, GSAF",Oct ,Y
2002,Unprovoked,USA,Florida,Board involved activity,M,Random or not clear time references,"Florida Today, 10/12/2002 ",Oct ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"D. Harrity; S. Petersohn, GSAF; L. Lelis, Orlando Sentinel",Oct ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF; Daytona Beach News Journal, 9/22/2003, p.1C",Oct ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF; Local 6 News; Orlando Sentinel, 10/4/2002, p.B3",Oct ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF; J. Eager, scubaradio.com; P.Balona, Vero Beach Press Journal, 5/10/2003, p.1C",Sep ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Morning,"Local 6 News; P. Balona, Vero Beach Press Journal, 10/2/2002",Sep ,N
2002,Unprovoked,USA,Hawaii,Board involved activity,M,Afternoon,"C. Lum & J. Widner, Honolulu Advertiser",Sep ,N
2002,Provoked,USA,Florida,Fishing related,M,Afternoon,"J. Eager, scubaradio.com",Sep ,N
2002,Provoked,TONGA,Vava'u,Swimming related,M,Afternoon,C. Butterfield,Sep ,N
2002,Unprovoked,USA,Oregon,Board involved activity,M,Random or not clear time references,"R. Collier, GSAF  ",Sep ,N
2002,Unprovoked,USA,California,Board involved activity,M,Morning,"R. Collier , GSAF",Sep ,N
2002,Unprovoked,BRAZIL,Pernambuco,Swimming related,M,Afternoon,"P.M. Lopes, GSAF",Sep ,N
2002,Unprovoked,USA,Hawaii,Board involved activity,,Morning,Hawaii Department of Land and Natural Resources,Sep ,N
2002,Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,Afternoon,Multiple internet sources,Sep ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF; Orlando Sentinel, 9/10/2002, p.B3; Daytona Beach News Journal, 9/10/2002, p.1C ",Sep ,N
2002,Provoked,USA,Florida,Beach activities,M,Afternoon,"S. Petersohn, GSAF",Sep ,N
2002,Unprovoked,USA,Hawaii,Board involved activity,M,Afternoon,"G. Kubota, Honolulu Star Bulletin",Aug ,N
2002,Unprovoked,USA,Alabama,Swimming related,F,Afternoon,"J. Eager, scubaradio.com",Aug ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF; Orlando Sentinel, 8/15/2002, p.B3",Aug ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Stuart News, 8/12/2002",Aug ,N
2002,Unprovoked,USA,Florida,Standing,M,Afternoon,"S. Petersohn, GSAF; J. Eager; A. Caldwell, Orlando Sentinel, 8/8/2002, p.B1",Aug ,N
2002,Provoked,UNITED KINGDOM,Cheshire,Diving activities,M,,"Evening Standard (London, England)",Aug ,N
2002,Unprovoked,USA,North Carolina,Standing,M,Morning,"Wisconsin State Journal; C. Creswell, GSAF",Aug ,N
2002,Unprovoked,USA,South Carolina,Board involved activity,M,Random or not clear time references,"C. Creswell, GSAF; The  State  (Columbia, SC) 7/28/2002 ; Sun News (Myrtle Beach), 7/28/2002",Jul ,N
2002,Unprovoked,USA,North Carolina,Swimming related,F,Afternoon,"C. Creswell, GSAF",Jul ,N
2002,Provoked,USA,Florida,Board involved activity,M,Random or not clear time references,"S. Petersohn, GSAF",Jul ,N
2002,Provoked,USA,Maryland,Consequence of handeling sharks,M,Nightime,Life in Legacy ,Jul ,Y
2002,Unprovoked,BRAZIL,Pernambuco,Board involved activity,M,Afternoon,"P.M. Lopes, GSAF",Jul ,N
2002,Unprovoked,USA,North Carolina,Standing,F,Afternoon,"Miami Herald, 7/7/2002 ",Jul ,N
2002,Unprovoked,AUSTRALIA,Queensland,Board involved activity,M,Morning,"AAP, 6/20/2002",Jun ,N
2002,Unprovoked,USA,Florida,Swimming related,F,Afternoon,"S. Petersohn, GSAF",Jun ,N
2002,Unprovoked,USA,Hawaii,Board involved activity,,Afternoon,Hawaii Department of Land and Natural Resources,Jun ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Orlando Sentinel, 6/12/2002, pp. B2 & B5; Florida Times-Union, 6/10/2002",Jun ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Morning,"S. Petersohn, GSAF; S. Pedicini, Orlando Sentinel, 6/13/2002., p.B1 & 6/12/2002, p.B2",Jun ,N
2002,Unprovoked,USA,Florida,Swimming related,M,Afternoon,"ESPN; Orlando Sentinel, 6/12/2002, p.B2",Jun ,N
2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Diving activities,M,Random or not clear time references,T. White,Jun ,N
2002,Unprovoked,USA,California,Board involved activity,M,Afternoon,San Francisco Gate,May ,N
2002,Unprovoked,USA,Florida,Floating on a raft,M,Afternoon,"South Florida Sun-Sentinel; Orlando Sentinel, 6/3/2002, p.B.2; Miami Herald, 6/3/2002",May ,N
2002,Provoked,USA,Florida,Fishing related,M,Afternoon,"News-Press, 5/23/2002",May ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Morning,"Palm Beach Post,  5/24 & 26/2002",May ,N
2002,Unprovoked,COSTA RICA,Guanacaste,Board involved activity,M,,Surfline.com,May ,N
2002,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Collecting beche-de-mer,M,,"PNG Post-Courier, 6/13/2002, p.5",May ,N
2002,Unprovoked,USA,Florida,Fishing related,M,,South Florida Sun-Sentinel; Southwest Florida Digest,May ,N
2002,Unprovoked,BRAZIL,Pernambuco,Board involved activity,M,Afternoon,"JCOnline, 5/11/2002",May ,N
2002,Provoked,AUSTRALIA,Northern Territory,Fishing related,M,,"Northern Territory News, 5/29/2002, p.7",May ,N
2002,Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,Afternoon,"T. Peake, GSAF",Apr ,Y
2002,Unprovoked,USA,Florida,Board involved activity,M,Morning,"Miami Herald, 4/25/2002; Florida Times-Union, 4/23/2002",Apr ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Morning,"S. Petersohn, GSAF; Orlando Sentinel, 4/19/2002, p.G1; Daytona Beach News Journal, 4/19/2002, p.1C",Apr ,N
2002,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Random or not clear time references,"T. Peake, GSAF",Apr ,N
2002,Unprovoked,BAHAMAS,Abaco Islands,Standing,M,Morning,"E. Ritter, GSAF",Apr ,N
2002,Unprovoked,USA,Florida,Beach activities,M,Afternoon,"S. Petersohn, GSAF",Apr ,N
2002,Unprovoked,USA,Florida,Swimming related,M,Morning,"Orlando Sentinel, 4/2/2002, p.B3; Miami Herald, 4/2/2002",Apr ,N
2002,Unprovoked,USA,Hawaii,Board involved activity,M,Afternoon,"G. Kubota, Honolulu Star Bulletin",Mar ,N
2002,Unprovoked,USA,Florida,Beach activities,F,Morning,"Orlando Sentinel, 3/26/2002, p.B2; Miami Herald, 3/26/2002",Mar ,N
2002,Unprovoked,BRAZIL,Pernambuco,Swimming related,M,Afternoon,JCOnline,Mar ,Y
2002,Unprovoked,USA,Florida,Swimming related,M,Afternoon,"S. Petersohn, GSAF; Orlando Sentinel, 3/20/2002, p.B2",Mar ,N
2002,Unprovoked,USA,Florida,Diving activities,M,Morning,ezboard.com,Mar ,N
2002,Unprovoked,USA,Florida,Board involved activity,M,Morning,"S. Petersohn, GSAF; Orlando Sentinel, 3/16/2002, p.C.2",Mar ,N
2002,Unprovoked,AUSTRALIA,Queensland,Board involved activity,M,Morning,"Sunday Mail (QLD), 2/17/2002, p.13; T. Peake, GSAF;  AAP (Australia)",Feb ,N
2002,Unprovoked,FIJI,Cikobia Island (north of Vanua Levu),,M,Random or not clear time references,Press Report dated 2-14-2002,Feb ,Y
2002,Boating,AUSTRALIA,New South Wales,Board involved activity,M,Afternoon,"T. Peake, GSAF",Feb ,N
2002,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Random or not clear time references,"T. Peake, GSAF",Jan ,N
2002,Unprovoked,AUSTRALIA,Western Australia,Swimming related,M,,"T. Peake, GSAF; D. Green",Jan ,N
2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,Nightime,"G. Gifford, GSAF",Jan ,N
2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,Random or not clear time references,ioL.co.za,Jan ,N
2002,Unprovoked,USA,Hawaii,Diving activities,M,Afternoon,"G. Kubota, Star Bulletin",Jan ,N
2001,Invalid,AUSTRALIA,Western Australia,Board involved activity,M,Morning,sharkattacks.com,Dec ,N
2001,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,,"T. Peake, GSAF",Nov ,N
2001,Unprovoked,USA,Hawaii,Board involved activity,,Afternoon,Hawaii Department of Land and Natural Resources,Nov ,N
2001,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,,NSB,Oct ,N
2001,Unprovoked,AUSTRALIA,Queensland,Diving activities,F,Afternoon,K. Jones,Oct ,N
2001,Unprovoked,MEXICO,Guerrero,Board involved activity,M,Morning,T. Carlson,Sep ,N
2001,Boat,AUSTRALIA,Queensland,,M,Afternoon,"T. Peake, GSAF   ",Sep ,N
2001,Provoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF",Sep ,N
2001,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Orlando Sentinel, 9/20/2001, p.D2; S. Frederick, Daytona Beach News Journal, 9/19/2001, p.1C",Sep ,N
2001,Invalid,USA,Florida,Diving activities,M,Afternoon,D. Fleshler,Sep ,Y
2001,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"G. Hock, M. Levine, GSAF; Orlando Sentinel, 9/18/2001, p.D2",Sep ,N
2001,Unprovoked,USA,North Carolina,Board involved activity,M,Afternoon,"Clay Creswell, GSAF; Topsail Voice, 9/19/2001",Sep ,N
2001,Provoked,UNITED KINGDOM,Cheshire,Diving activities,M,,"Daily Post, 9/14/2001",Sep ,N
2001,Provoked,USA,Florida,Fishing related,M,,"Orlando Sentinel, 9/9/2001",Sep ,N
2001,Unprovoked,USA,Florida,Beach activities,M,Random or not clear time references,"Miami Herald, 9/8/2001",Sep ,N
2001,Invalid,USA,South Carolina,Swimming related,F,,"Sun News (Myrtle Beach, SC) , 9/11/2001; The State (Columbia, SC), 9/12/2001",Sep ,N
2001,Unprovoked,USA,North Carolina,Swimming related,M,Random or not clear time references,"M. Levine, GSAF            ",Sep ,Y
2001,Unprovoked,USA,North Carolina,Swimming related,F,Random or not clear time references,"M. Levine, GSAF            ",Sep ,N
2001,Unprovoked,USA,Florida,Beach activities,M,Afternoon,"Orlando Sentinel, 9/4/2001, p.B2; Florida Times-Union, 9/5/2001",Sep ,N
2001,Unprovoked,USA,Virginia,Swimming related,M,Random or not clear time references,"M. Levine, GSAF            ",Sep ,Y
2001,Unprovoked,BAHAMAS,Abaco Islands,Fishing related,M,Afternoon,G. Atkinson,Aug ,N
2001,Unprovoked,USA,Florida,Standing,F,Afternoon,"Sarasota Herald-Tribune, 8/31/2001",Aug ,N
2001,Unprovoked,USA,Florida,Beach activities,M,Afternoon,"S. Petersohn, GSAF; CNN;  M.I. Johnson,  Daytona Beach News Journal, 8/28/2001, p.1A",Aug ,N
2001,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Miami Herald, 8/26/2001; S. Mussenden, Orlando Sentinel, 8/26/2002, p.B1",Aug ,N
2001,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, Miami Herald, 8/26/2001",Aug ,N
2001,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"M. Giusti, Daytona Beach News Journal, 8/23/2001, p.1A",Aug ,N
2001,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF; L.Lelis, Orlando Sentinel, 8/22/2001, p.D.1",Aug ,N
2001,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF; Orlando Sentinel, 8/20/2001, p.B1; Daytona Beach News Journal, 8/20/2001, p.1A",Aug ,N
2001,Unprovoked,USA,Florida,Board involved activity,F,Morning,"E. Ritter & S. Petersohn, GSAF; Orlando Sentinel, 8/20/2001, p.B1; L.Lelis, Orlando Sentinel, 8/22/2001, p.D.1",Aug ,N
2001,Unprovoked,USA,Florida,Board involved activity,F,Morning,"S. Petersohn, GSAF; Orlando Sentinel, 8/20/2001, p.B1; Daytona Beach News Journal, 8/20/2001, p.1A",Aug ,N
2001,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF; Orlando Sentinel, 8/20/2001, p.B1; Daytona Beach News Journal, 8/20/2001, p.1A",Aug ,N
2001,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"S. Petersohn, GSAF; Orlando Sentinel, 8/20/2001, p.B1; Daytona Beach News Journal, 8/20/2001, p.1A",Aug ,N
